id,firstname,lastname,email,BirthDate,campus,Academic_year,contract_type,Company,Level,global_mark,Graduated,Satisfaction,Salon_etudiant,Duree_embauche,Graduated,Satisfaction,Salon_etudiant,Duree_embauche
2122,Shannah,Zachary,Shannah.Zachary@supinfo.com,1997-12-11,Tours,2019-2020,2,EDF,Msc2,49.48,Non,86,Non,18,Non,86,Non,18
2123,Sonni,Liva,Sonni.Liva@supinfo.com,1995-06-01,Paris,2019-2020,1,Carrefour,Bsc,64.39,Non,15,Oui,24,Non,15,Oui,24
2124,Britni,Goth,Britni.Goth@supinfo.com,1994-02-09,Caen,2019-2020,2,Enedis,Bsc,38.57,Oui,18,Non,12,Oui,18,Non,12
2125,Mallory,Brittani,Mallory.Brittani@supinfo.com,1997-09-13,Caen,2019-2020,1,SNCF,Msc2,39.91,Oui,33,Oui,12,Oui,33,Oui,12
2126,Viki,Nelsen,Viki.Nelsen@supinfo.com,1996-06-25,Lille,2019-2020,2,Amazon,Bsc,79.49,Non,82,Non,12,Non,82,Non,12
2127,Joeann,Hanleigh,Joeann.Hanleigh@supinfo.com,1996-02-22,Paris,2019-2020,1,Enedis,Msc1,92.95,Non,45,Non,24,Non,45,Non,24
2128,Lory,Adamsen,Lory.Adamsen@supinfo.com,1994-06-25,Caen,2019-2020,2,Enedis,Msc2,55.83,Non,43,Oui,24,Non,43,Oui,24
2129,Tabbatha,Reinke,Tabbatha.Reinke@supinfo.com,1995-11-25,Lille,2019-2020,2,Amazon,Bsc,85.46,Oui,82,Non,18,Oui,82,Non,18
2130,Ebonee,Fredi,Ebonee.Fredi@supinfo.com,1994-08-15,Caen,2019-2020,1,Engie,Msc2,89.1,Oui,75,Non,6,Oui,75,Non,6
2131,Winifred,Naashom,Winifred.Naashom@supinfo.com,1998-02-03,Lille,2019-2020,2,Amazon,Msc1,54.06,Oui,22,Non,6,Oui,22,Non,6
2132,Calla,Nisbet,Calla.Nisbet@supinfo.com,1999-07-04,Paris,2019-2020,2,Capgemini,Msc1,42.86,Oui,41,Non,12,Oui,41,Non,12
2133,Katuscha,Riva,Katuscha.Riva@supinfo.com,1998-05-20,Caen,2019-2020,1,Carrefour,Msc1,80.8,Oui,44,Non,3,Oui,44,Non,3
2134,Leeanne,Marisa,Leeanne.Marisa@supinfo.com,1994-11-08,Caen,2019-2020,2,SNCF,Bsc,84.87,Non,43,Oui,24,Non,43,Oui,24
2135,Arlena,Connelly,Arlena.Connelly@supinfo.com,1997-11-06,Lyon,2019-2020,1,EDF,Msc1,59.53,Non,48,Non,18,Non,48,Non,18
2136,Darlleen,Ellord,Darlleen.Ellord@supinfo.com,1994-08-16,Lyon,2019-2020,1,Amazon,Msc1,54.17,Non,22,Non,24,Non,22,Non,24
2137,Kathi,Federica,Kathi.Federica@supinfo.com,1994-02-18,Lille,2019-2020,2,RTE,Msc1,84.91,Non,81,Non,12,Non,81,Non,12
2138,Melodie,Laurianne,Melodie.Laurianne@supinfo.com,1994-05-13,Caen,2019-2020,2,SNCF,Msc2,60.16,Non,56,Non,12,Non,56,Non,12
2139,Di,Haldas,Di.Haldas@supinfo.com,1998-02-08,Tours,2019-2020,1,Engie,Msc2,55.57,Non,98,Non,6,Non,98,Non,6
2140,Kara-Lynn,Romelda,Kara-Lynn.Romelda@supinfo.com,1996-02-01,Lille,2019-2020,1,RTE,Bsc,64.64,Oui,16,Oui,12,Oui,16,Oui,12
2141,Alleen,Ciapas,Alleen.Ciapas@supinfo.com,1997-04-03,Lyon,2019-2020,1,RTE,Msc1,78.68,Oui,11,Non,18,Oui,11,Non,18
2142,Adriana,Willie,Adriana.Willie@supinfo.com,1996-07-02,Paris,2019-2020,2,Talan,Msc2,31.12,Non,99,Non,3,Non,99,Non,3
2143,Gwyneth,Odysseus,Gwyneth.Odysseus@supinfo.com,1998-11-14,Paris,2019-2020,1,EDF,Msc1,81.73,Non,47,Non,3,Non,47,Non,3
2144,Katharina,Briney,Katharina.Briney@supinfo.com,1994-06-10,Tours,2019-2020,1,Engie,Msc1,76.8,Oui,68,Oui,18,Oui,68,Oui,18
2145,Xylina,Brian,Xylina.Brian@supinfo.com,1998-12-26,Lyon,2019-2020,2,BNP Paribas,Msc2,94.68,Oui,83,Non,12,Oui,83,Non,12
2146,Cyndie,Brieta,Cyndie.Brieta@supinfo.com,1999-11-17,Caen,2019-2020,2,Enedis,Bsc,69.16,Non,20,Non,24,Non,20,Non,24
2147,Adore,Primalia,Adore.Primalia@supinfo.com,1999-04-23,Lille,2019-2020,2,Enedis,Bsc,41.54,Oui,11,Oui,12,Oui,11,Oui,12
2148,Tonia,Rugen,Tonia.Rugen@supinfo.com,1994-04-19,Paris,2019-2020,2,Capgemini,Msc2,76.17,Oui,26,Non,3,Oui,26,Non,3
2149,Kirstin,Barbey,Kirstin.Barbey@supinfo.com,1999-11-05,Tours,2019-2020,1,Talan,Msc2,41.43,Non,52,Oui,18,Non,52,Oui,18
2150,Aeriela,Callista,Aeriela.Callista@supinfo.com,1996-06-25,Caen,2019-2020,2,BNP Paribas,Msc2,63.18,Oui,51,Non,12,Oui,51,Non,12
2151,Angela,Alwin,Angela.Alwin@supinfo.com,1996-07-11,Caen,2019-2020,2,Enedis,Msc1,34.65,Non,0,Oui,3,Non,0,Oui,3
2152,Candy,Waldron,Candy.Waldron@supinfo.com,1997-08-03,Tours,2019-2020,2,Engie,Msc1,92.11,Non,74,Oui,3,Non,74,Oui,3
2153,Blake,Hanshaw,Blake.Hanshaw@supinfo.com,1999-06-10,Caen,2019-2020,1,EDF,Msc2,85.02,Non,21,Oui,18,Non,21,Oui,18
2154,Joceline,Ciro,Joceline.Ciro@supinfo.com,1996-09-11,Paris,2019-2020,1,Enedis,Msc1,31.44,Non,57,Non,3,Non,57,Non,3
2155,Tobe,Gabrielli,Tobe.Gabrielli@supinfo.com,1995-08-16,Caen,2019-2020,2,Enedis,Msc2,62.7,Oui,23,Oui,3,Oui,23,Oui,3
2156,Lynnea,Colp,Lynnea.Colp@supinfo.com,1998-05-11,Lille,2019-2020,1,Carrefour,Bsc,46.18,Non,56,Non,24,Non,56,Non,24
2157,Josephine,Toffic,Josephine.Toffic@supinfo.com,1997-12-11,Caen,2019-2020,2,Amazon,Bsc,91.76,Oui,30,Oui,18,Oui,30,Oui,18
2158,Hayley,Jorgan,Hayley.Jorgan@supinfo.com,1998-12-21,Tours,2019-2020,2,Engie,Msc1,72.38,Non,86,Oui,3,Non,86,Oui,3
2159,Edyth,Delacourt,Edyth.Delacourt@supinfo.com,1998-06-15,Paris,2019-2020,1,Capgemini,Bsc,93.62,Non,85,Non,18,Non,85,Non,18
2160,Anthia,Celestine,Anthia.Celestine@supinfo.com,1994-07-21,Lyon,2019-2020,1,LCL,Msc1,66.49,Non,85,Non,6,Non,85,Non,6
2161,Binny,Lowry,Binny.Lowry@supinfo.com,1998-07-23,Lyon,2019-2020,1,BNP Paribas,Bsc,36.53,Oui,3,Non,24,Oui,3,Non,24
2162,Jaime,Marden,Jaime.Marden@supinfo.com,1995-12-19,Tours,2019-2020,1,EDF,Bsc,89.33,Non,38,Oui,12,Non,38,Oui,12
2163,Lonnie,Thilda,Lonnie.Thilda@supinfo.com,1997-10-30,Lille,2019-2020,1,Capgemini,Msc2,53.75,Oui,1,Non,12,Oui,1,Non,12
2164,Rozele,Phaidra,Rozele.Phaidra@supinfo.com,1996-03-29,Caen,2019-2020,2,BNP Paribas,Msc1,73.63,Non,0,Non,24,Non,0,Non,24
2165,Emilia,Dorcy,Emilia.Dorcy@supinfo.com,1995-09-05,Paris,2019-2020,2,BNP Paribas,Msc2,85.7,Non,50,Oui,18,Non,50,Oui,18
2166,Renae,Bennie,Renae.Bennie@supinfo.com,1997-11-09,Caen,2019-2020,1,Enedis,Bsc,63.4,Oui,33,Oui,6,Oui,33,Oui,6
2167,Kellen,Wilkinson,Kellen.Wilkinson@supinfo.com,1997-09-29,Caen,2019-2020,2,Enedis,Msc1,74.62,Oui,89,Non,12,Oui,89,Non,12
2168,Roberta,Bonilla,Roberta.Bonilla@supinfo.com,1996-03-03,Lyon,2019-2020,1,Enedis,Msc2,60.73,Oui,16,Oui,24,Oui,16,Oui,24
2169,Harmonia,Montgomery,Harmonia.Montgomery@supinfo.com,1999-07-30,Tours,2019-2020,1,RTE,Msc1,92.63,Oui,2,Oui,6,Oui,2,Oui,6
2170,Daryl,Colbert,Daryl.Colbert@supinfo.com,1998-12-25,Lyon,2019-2020,1,Engie,Msc2,85.79,Non,91,Oui,12,Non,91,Oui,12
2171,Brynna,Thomasina,Brynna.Thomasina@supinfo.com,1995-07-25,Tours,2019-2020,1,BNP Paribas,Msc1,69.56,Oui,9,Oui,18,Oui,9,Oui,18
2172,Ida,Lipson,Ida.Lipson@supinfo.com,1996-12-24,Lille,2019-2020,2,SNCF,Msc1,35.96,Oui,29,Non,3,Oui,29,Non,3
2173,Therine,Lea,Therine.Lea@supinfo.com,1995-09-06,Paris,2019-2020,1,BNP Paribas,Bsc,78.49,Non,37,Oui,12,Non,37,Oui,12
2174,Marinna,Adlare,Marinna.Adlare@supinfo.com,1995-03-13,Lyon,2019-2020,2,Capgemini,Bsc,30.95,Oui,74,Non,12,Oui,74,Non,12
2175,Misha,Noman,Misha.Noman@supinfo.com,1997-08-24,Caen,2019-2020,1,Talan,Bsc,46.29,Oui,89,Oui,12,Oui,89,Oui,12
2176,Diena,Wattenberg,Diena.Wattenberg@supinfo.com,1996-05-30,Tours,2019-2020,1,Enedis,Bsc,78.89,Non,44,Oui,18,Non,44,Oui,18
2177,Netty,Monk,Netty.Monk@supinfo.com,1995-09-14,Caen,2019-2020,1,Enedis,Msc1,51.2,Oui,12,Oui,6,Oui,12,Oui,6
2178,Romona,Marden,Romona.Marden@supinfo.com,1999-07-03,Paris,2019-2020,1,Engie,Bsc,45.93,Non,47,Oui,18,Non,47,Oui,18
2179,Sophia,Maiah,Sophia.Maiah@supinfo.com,1996-07-21,Paris,2019-2020,2,Enedis,Bsc,70.64,Non,35,Non,6,Non,35,Non,6
2180,Alia,Esmaria,Alia.Esmaria@supinfo.com,1998-12-03,Paris,2019-2020,2,LCL,Msc2,71.53,Oui,61,Non,3,Oui,61,Non,3
2181,Jasmina,Ammann,Jasmina.Ammann@supinfo.com,1996-12-04,Caen,2019-2020,2,Enedis,Msc2,68.23,Oui,55,Oui,6,Oui,55,Oui,6
2182,Gerrie,Brady,Gerrie.Brady@supinfo.com,1999-01-06,Lyon,2019-2020,1,Enedis,Bsc,64.52,Non,14,Non,3,Non,14,Non,3
2183,Lisette,Karl,Lisette.Karl@supinfo.com,1997-05-05,Lyon,2019-2020,2,Carrefour,Msc1,64.36,Oui,59,Non,24,Oui,59,Non,24
2184,Doralynne,Darian,Doralynne.Darian@supinfo.com,1995-12-20,Lyon,2019-2020,2,Carrefour,Msc1,73.71,Non,31,Non,6,Non,31,Non,6
2185,Norine,Haldas,Norine.Haldas@supinfo.com,1997-03-24,Lyon,2019-2020,2,Amazon,Msc2,38.74,Oui,96,Oui,6,Oui,96,Oui,6
2186,Nannie,Leifeste,Nannie.Leifeste@supinfo.com,1998-01-29,Caen,2019-2020,2,EDF,Msc2,40.55,Non,74,Oui,18,Non,74,Oui,18
2187,Ofilia,Baylor,Ofilia.Baylor@supinfo.com,1999-03-03,Tours,2019-2020,1,Talan,Bsc,78.85,Non,18,Oui,3,Non,18,Oui,3
2188,Kore,Sammons,Kore.Sammons@supinfo.com,1999-03-10,Paris,2019-2020,2,Capgemini,Msc2,88.03,Oui,78,Oui,6,Oui,78,Oui,6
2189,Benita,Desai,Benita.Desai@supinfo.com,1999-02-21,Caen,2019-2020,2,Enedis,Msc2,36.37,Non,88,Non,12,Non,88,Non,12
2190,Elise,Suk,Elise.Suk@supinfo.com,1995-11-12,Caen,2019-2020,1,RTE,Msc2,40.73,Oui,48,Oui,12,Oui,48,Oui,12
2191,Anestassia,Mitzi,Anestassia.Mitzi@supinfo.com,1994-09-03,Lyon,2019-2020,1,Capgemini,Msc2,66.94,Non,22,Oui,6,Non,22,Oui,6
2192,Lelah,Eckblad,Lelah.Eckblad@supinfo.com,1997-05-13,Tours,2019-2020,1,Capgemini,Bsc,93.57,Oui,49,Oui,18,Oui,49,Oui,18
2193,Maye,Penelopa,Maye.Penelopa@supinfo.com,1998-01-03,Tours,2019-2020,2,RTE,Msc1,89.11,Oui,46,Non,24,Oui,46,Non,24
2194,Kalina,Friede,Kalina.Friede@supinfo.com,1998-06-18,Tours,2019-2020,1,Engie,Msc1,75.23,Non,30,Oui,6,Non,30,Oui,6
2195,Livvyy,Pandolfi,Livvyy.Pandolfi@supinfo.com,1998-11-27,Caen,2019-2020,1,Amazon,Bsc,70.62,Oui,78,Non,18,Oui,78,Non,18
2196,Lulita,Berl,Lulita.Berl@supinfo.com,1996-05-16,Tours,2019-2020,1,Engie,Msc2,79.19,Non,43,Oui,6,Non,43,Oui,6
2197,Aeriela,Corrine,Aeriela.Corrine@supinfo.com,1998-12-18,Tours,2019-2020,1,Enedis,Msc1,92.71,Oui,61,Oui,12,Oui,61,Oui,12
2198,Ingrid,Septima,Ingrid.Septima@supinfo.com,1999-09-08,Lille,2019-2020,1,Capgemini,Bsc,33.96,Non,68,Non,24,Non,68,Non,24
2199,Priscilla,Nickola,Priscilla.Nickola@supinfo.com,1996-01-04,Lyon,2019-2020,2,Amazon,Bsc,54.62,Oui,93,Oui,18,Oui,93,Oui,18
2200,Kary,Wenda,Kary.Wenda@supinfo.com,1996-03-11,Caen,2019-2020,1,Capgemini,Msc2,82.8,Non,18,Oui,6,Non,18,Oui,6
2201,Alameda,Masao,Alameda.Masao@supinfo.com,1997-07-07,Caen,2019-2020,1,Talan,Msc1,31.47,Oui,81,Non,12,Oui,81,Non,12
2202,Evita,Travax,Evita.Travax@supinfo.com,1999-11-03,Paris,2019-2020,2,Enedis,Msc2,60.6,Non,3,Non,12,Non,3,Non,12
2203,Lucy,Baylor,Lucy.Baylor@supinfo.com,1996-09-15,Caen,2019-2020,1,LCL,Msc2,56.64,Oui,30,Non,3,Oui,30,Non,3
2204,Heida,Dahlia,Heida.Dahlia@supinfo.com,1998-01-03,Lyon,2019-2020,1,Amazon,Bsc,82.67,Non,52,Oui,6,Non,52,Oui,6
2205,Tera,Helve,Tera.Helve@supinfo.com,1996-01-06,Lyon,2019-2020,1,RTE,Bsc,59.25,Non,99,Non,24,Non,99,Non,24
2206,Jaime,Dorothy,Jaime.Dorothy@supinfo.com,1998-03-26,Caen,2019-2020,1,Amazon,Msc2,46.6,Oui,15,Non,18,Oui,15,Non,18
2207,Lita,Amethist,Lita.Amethist@supinfo.com,1996-11-09,Paris,2019-2020,1,EDF,Bsc,45.61,Oui,71,Non,6,Oui,71,Non,6
2208,Kelly,Hull,Kelly.Hull@supinfo.com,1998-08-03,Paris,2019-2020,1,Carrefour,Msc1,48.65,Non,18,Non,3,Non,18,Non,3
2209,Dagmar,Gino,Dagmar.Gino@supinfo.com,1996-09-16,Lille,2019-2020,1,SNCF,Msc1,90.17,Oui,56,Non,12,Oui,56,Non,12
2210,Florie,Phi,Florie.Phi@supinfo.com,1994-06-07,Lyon,2019-2020,2,Capgemini,Msc2,55.69,Non,36,Non,3,Non,36,Non,3
2211,Jenda,Byrne,Jenda.Byrne@supinfo.com,1997-06-20,Lyon,2019-2020,2,Engie,Msc1,94.68,Oui,19,Oui,6,Oui,19,Oui,6
2212,Dione,Cavan,Dione.Cavan@supinfo.com,1997-08-17,Caen,2019-2020,2,Enedis,Msc1,95.27,Non,28,Non,18,Non,28,Non,18
2213,Kial,Secrest,Kial.Secrest@supinfo.com,1998-05-15,Lille,2019-2020,2,Capgemini,Msc2,58.66,Non,52,Non,12,Non,52,Non,12
2214,Lizzie,Baptlsta,Lizzie.Baptlsta@supinfo.com,1998-10-11,Tours,2019-2020,1,BNP Paribas,Msc2,67.56,Non,95,Oui,18,Non,95,Oui,18
2215,Edyth,Kiyoshi,Edyth.Kiyoshi@supinfo.com,1998-01-23,Lille,2019-2020,1,Engie,Bsc,61.49,Non,38,Non,3,Non,38,Non,3
2216,Bernardine,Boycey,Bernardine.Boycey@supinfo.com,1994-07-25,Paris,2019-2020,2,Carrefour,Msc1,47.6,Non,36,Non,18,Non,36,Non,18
2217,Janenna,Kirbee,Janenna.Kirbee@supinfo.com,1996-07-21,Paris,2019-2020,1,Carrefour,Msc1,66.85,Oui,75,Oui,6,Oui,75,Oui,6
2218,Britni,Gabrielli,Britni.Gabrielli@supinfo.com,1996-05-16,Caen,2019-2020,2,Carrefour,Msc1,62.22,Non,93,Non,12,Non,93,Non,12
2219,Kittie,Erich,Kittie.Erich@supinfo.com,1994-03-31,Caen,2019-2020,2,Carrefour,Msc2,38.18,Oui,35,Non,3,Oui,35,Non,3
2220,Kelly,Winthorpe,Kelly.Winthorpe@supinfo.com,1999-03-26,Lyon,2019-2020,1,Talan,Msc2,86.76,Non,35,Non,3,Non,35,Non,3
2221,Alyssa,Manolo,Alyssa.Manolo@supinfo.com,1995-02-20,Tours,2019-2020,2,BNP Paribas,Bsc,53.56,Oui,0,Non,6,Oui,0,Non,6
2222,Alex,Ax,Alex.Ax@supinfo.com,1999-06-04,Caen,2019-2020,1,BNP Paribas,Msc1,71.48,Non,71,Non,3,Non,71,Non,3
2223,Constance,Diogenes,Constance.Diogenes@supinfo.com,1995-11-26,Paris,2019-2020,2,Carrefour,Msc1,64.53,Oui,65,Non,3,Oui,65,Non,3
2224,Lauryn,Bashemeth,Lauryn.Bashemeth@supinfo.com,1996-02-07,Lyon,2019-2020,1,BNP Paribas,Bsc,60.12,Oui,38,Oui,6,Oui,38,Oui,6
2225,Theodora,Weitman,Theodora.Weitman@supinfo.com,1995-12-12,Lyon,2019-2020,1,Capgemini,Msc1,52.5,Oui,52,Non,12,Oui,52,Non,12
2226,Reeba,Rosemary,Reeba.Rosemary@supinfo.com,1995-07-05,Lyon,2019-2020,2,LCL,Bsc,37.66,Oui,90,Non,6,Oui,90,Non,6
2227,Ketti,Hashim,Ketti.Hashim@supinfo.com,1995-01-08,Paris,2019-2020,2,SNCF,Msc2,87.93,Oui,15,Oui,3,Oui,15,Oui,3
2228,Teddie,Faso,Teddie.Faso@supinfo.com,1998-01-01,Lille,2019-2020,1,Amazon,Msc1,89.64,Non,77,Non,6,Non,77,Non,6
2229,Edyth,Ferrell,Edyth.Ferrell@supinfo.com,1994-03-19,Paris,2019-2020,1,EDF,Msc2,48.89,Oui,20,Non,6,Oui,20,Non,6
2230,Marguerite,Kannry,Marguerite.Kannry@supinfo.com,1998-10-06,Tours,2019-2020,1,RTE,Msc1,72.48,Oui,20,Oui,24,Oui,20,Oui,24
2231,Kial,Ball,Kial.Ball@supinfo.com,1996-08-23,Paris,2019-2020,2,Capgemini,Msc1,69.14,Oui,38,Non,3,Oui,38,Non,3
2232,Ann-Marie,Gabrielli,Ann-Marie.Gabrielli@supinfo.com,1996-03-18,Lille,2019-2020,2,Engie,Msc1,52.4,Non,97,Non,12,Non,97,Non,12
2233,Arabel,Gahl,Arabel.Gahl@supinfo.com,1996-09-10,Lyon,2019-2020,2,SNCF,Bsc,93.39,Non,38,Oui,6,Non,38,Oui,6
2234,Sidoney,Wyn,Sidoney.Wyn@supinfo.com,1997-03-25,Lille,2019-2020,2,EDF,Msc1,61.5,Oui,23,Oui,3,Oui,23,Oui,3
2235,Danika,Joli,Danika.Joli@supinfo.com,1998-09-07,Lille,2019-2020,1,Capgemini,Msc2,79.91,Oui,48,Non,3,Oui,48,Non,3
2236,Lilith,Thilda,Lilith.Thilda@supinfo.com,1995-02-15,Tours,2019-2020,2,Capgemini,Msc2,89.76,Oui,39,Oui,3,Oui,39,Oui,3
2237,Latisha,Nore,Latisha.Nore@supinfo.com,1995-09-20,Lyon,2019-2020,2,Engie,Msc2,85.53,Oui,43,Oui,24,Oui,43,Oui,24
2238,Justinn,Brackely,Justinn.Brackely@supinfo.com,1996-05-10,Paris,2019-2020,2,Capgemini,Msc2,41.5,Oui,85,Oui,12,Oui,85,Oui,12
2239,Flo,Meter,Flo.Meter@supinfo.com,1999-03-26,Caen,2019-2020,1,Carrefour,Msc2,39.02,Oui,46,Oui,3,Oui,46,Oui,3
2240,Andree,Maiah,Andree.Maiah@supinfo.com,1995-04-11,Caen,2019-2020,2,Capgemini,Msc2,62.55,Oui,44,Oui,18,Oui,44,Oui,18
2241,Beverley,Bibi,Beverley.Bibi@supinfo.com,1994-04-11,Tours,2019-2020,2,Capgemini,Msc1,34.14,Non,85,Non,18,Non,85,Non,18
2242,Elyssa,Ferino,Elyssa.Ferino@supinfo.com,1996-06-13,Tours,2019-2020,2,RTE,Msc1,93.14,Non,81,Non,3,Non,81,Non,3
2243,Dolli,Byrne,Dolli.Byrne@supinfo.com,1998-12-11,Tours,2019-2020,1,EDF,Msc1,95.28,Oui,11,Non,12,Oui,11,Non,12
2244,Maud,Hazlett,Maud.Hazlett@supinfo.com,1997-06-05,Lyon,2019-2020,2,LCL,Msc2,82.38,Non,69,Non,6,Non,69,Non,6
2245,Bobinette,Calhoun,Bobinette.Calhoun@supinfo.com,1994-08-16,Tours,2019-2020,1,Capgemini,Msc1,77.01,Oui,72,Non,3,Oui,72,Non,3
2246,Eadie,Berl,Eadie.Berl@supinfo.com,1995-07-13,Lille,2019-2020,2,Talan,Msc2,62.09,Oui,40,Oui,3,Oui,40,Oui,3
2247,Annecorinne,Mintz,Annecorinne.Mintz@supinfo.com,1997-02-13,Paris,2019-2020,1,Capgemini,Bsc,62.2,Oui,78,Non,6,Oui,78,Non,6
2248,Priscilla,Maples,Priscilla.Maples@supinfo.com,1998-03-29,Paris,2019-2020,2,EDF,Msc2,34.83,Oui,95,Oui,6,Oui,95,Oui,6
2249,Beverley,Emerson,Beverley.Emerson@supinfo.com,1999-07-20,Paris,2019-2020,1,RTE,Msc1,55.09,Oui,0,Oui,12,Oui,0,Oui,12
2250,Aigneis,Lail,Aigneis.Lail@supinfo.com,1999-04-25,Lyon,2019-2020,1,Engie,Bsc,79.54,Oui,25,Oui,3,Oui,25,Oui,3
2251,Jan,Remmer,Jan.Remmer@supinfo.com,1998-05-09,Caen,2019-2020,2,EDF,Msc1,40.55,Oui,71,Oui,18,Oui,71,Oui,18
2252,Aili,MacIntosh,Aili.MacIntosh@supinfo.com,1998-09-28,Lyon,2019-2020,2,Capgemini,Msc1,33.1,Oui,21,Oui,18,Oui,21,Oui,18
2253,Nessie,Lytton,Nessie.Lytton@supinfo.com,1997-12-28,Lyon,2019-2020,2,Carrefour,Msc1,75.66,Non,35,Oui,24,Non,35,Oui,24
2254,Vivia,Dreda,Vivia.Dreda@supinfo.com,1996-09-12,Paris,2019-2020,1,EDF,Bsc,31.8,Non,44,Oui,18,Non,44,Oui,18
2255,Vita,Gualtiero,Vita.Gualtiero@supinfo.com,1999-12-30,Paris,2019-2020,2,RTE,Msc1,44.29,Non,98,Oui,6,Non,98,Oui,6
2256,Sherrie,Center,Sherrie.Center@supinfo.com,1998-06-02,Paris,2019-2020,1,EDF,Msc1,43.36,Oui,2,Oui,6,Oui,2,Oui,6
2257,Rori,Mandler,Rori.Mandler@supinfo.com,1998-12-26,Lyon,2019-2020,1,Carrefour,Msc2,68.61,Non,4,Non,24,Non,4,Non,24
2258,Sharlene,Palocz,Sharlene.Palocz@supinfo.com,1999-05-18,Caen,2019-2020,1,BNP Paribas,Msc1,40.7,Non,8,Oui,18,Non,8,Oui,18
2259,June,Bow,June.Bow@supinfo.com,1996-04-06,Tours,2019-2020,2,Carrefour,Msc2,70.2,Oui,59,Oui,3,Oui,59,Oui,3
2260,Kamilah,Haerr,Kamilah.Haerr@supinfo.com,1994-05-10,Caen,2019-2020,1,RTE,Bsc,61.53,Non,54,Non,3,Non,54,Non,3
2261,Ana,Jacqui,Ana.Jacqui@supinfo.com,1998-05-04,Caen,2019-2020,1,Amazon,Msc1,34.95,Oui,48,Non,3,Oui,48,Non,3
2262,Sibella,Smitt,Sibella.Smitt@supinfo.com,1996-10-17,Caen,2019-2020,1,BNP Paribas,Msc1,81.62,Oui,74,Non,3,Oui,74,Non,3
2263,Ulrike,Blase,Ulrike.Blase@supinfo.com,1996-11-25,Lyon,2019-2020,2,Carrefour,Msc2,52.3,Oui,68,Non,6,Oui,68,Non,6
2264,Tomasina,Giff,Tomasina.Giff@supinfo.com,1999-12-19,Caen,2019-2020,1,BNP Paribas,Bsc,54.78,Oui,62,Non,18,Oui,62,Non,18
2265,Etta,Hourigan,Etta.Hourigan@supinfo.com,1996-02-04,Lyon,2019-2020,2,Capgemini,Bsc,41.24,Non,74,Non,6,Non,74,Non,6
2266,Theodora,Timon,Theodora.Timon@supinfo.com,1998-01-13,Caen,2019-2020,2,RTE,Msc1,52.29,Oui,15,Non,3,Oui,15,Non,3
2267,Jaclyn,Muriel,Jaclyn.Muriel@supinfo.com,1998-06-29,Paris,2019-2020,2,EDF,Msc1,53.69,Non,34,Non,24,Non,34,Non,24
2268,Libbie,Winnick,Libbie.Winnick@supinfo.com,1996-07-05,Lyon,2019-2020,2,Engie,Msc1,82.92,Non,41,Oui,12,Non,41,Oui,12
2269,Cathie,Taima,Cathie.Taima@supinfo.com,1997-12-11,Paris,2019-2020,1,Enedis,Msc1,58.8,Non,63,Non,24,Non,63,Non,24
2270,Tobe,Cleo,Tobe.Cleo@supinfo.com,1998-11-06,Tours,2019-2020,1,Enedis,Bsc,51.4,Oui,3,Non,18,Oui,3,Non,18
2271,Kassey,Jess,Kassey.Jess@supinfo.com,1995-03-19,Caen,2019-2020,2,LCL,Msc1,80.33,Non,89,Oui,24,Non,89,Oui,24
2272,Audrie,Hartnett,Audrie.Hartnett@supinfo.com,1997-07-20,Lyon,2019-2020,1,Talan,Bsc,65.68,Non,55,Non,24,Non,55,Non,24
2273,Isa,Barrus,Isa.Barrus@supinfo.com,1994-05-07,Lille,2019-2020,2,Capgemini,Bsc,80.36,Oui,57,Oui,6,Oui,57,Oui,6
2274,Misha,Florina,Misha.Florina@supinfo.com,1994-09-26,Lille,2019-2020,2,SNCF,Msc2,83.09,Non,99,Oui,3,Non,99,Oui,3
2275,Blondelle,Diann,Blondelle.Diann@supinfo.com,1994-12-02,Lyon,2019-2020,2,RTE,Msc2,35.21,Oui,21,Oui,6,Oui,21,Oui,6
2276,Priscilla,Dahlia,Priscilla.Dahlia@supinfo.com,1995-11-15,Lyon,2019-2020,2,Enedis,Bsc,36.65,Oui,33,Oui,18,Oui,33,Oui,18
2277,Helsa,Daveta,Helsa.Daveta@supinfo.com,1998-06-15,Tours,2019-2020,2,RTE,Bsc,47.53,Oui,21,Oui,18,Oui,21,Oui,18
2278,Kial,Jaylene,Kial.Jaylene@supinfo.com,1996-01-04,Paris,2019-2020,2,EDF,Bsc,52.53,Oui,40,Non,24,Oui,40,Non,24
2279,Blinni,Tound,Blinni.Tound@supinfo.com,1996-07-31,Caen,2019-2020,1,SNCF,Msc2,93.86,Non,3,Non,18,Non,3,Non,18
2280,Karena,Behre,Karena.Behre@supinfo.com,1997-01-22,Tours,2019-2020,2,BNP Paribas,Bsc,31.79,Non,89,Oui,24,Non,89,Oui,24
2281,Britni,Peti,Britni.Peti@supinfo.com,1997-04-06,Paris,2019-2020,2,BNP Paribas,Msc2,83.76,Oui,40,Non,12,Oui,40,Non,12
2282,Myrtice,Gahl,Myrtice.Gahl@supinfo.com,1998-08-31,Lyon,2019-2020,1,Amazon,Msc2,37.02,Oui,95,Non,24,Oui,95,Non,24
2283,Dagmar,Cosenza,Dagmar.Cosenza@supinfo.com,1997-07-20,Caen,2019-2020,2,BNP Paribas,Msc1,72.72,Non,30,Oui,12,Non,30,Oui,12
