id,firstname,lastname,email,BirthDate,campus,Academic_year,contract_type,Company,Level,global_mark
3375,Dacia,Mike,Dacia.Mike@supinfo.com,1998-10-28,Caen,2019-2020,1,EDF,Bsc,79.81
3376,Elyssa,Mott,Elyssa.Mott@supinfo.com,1994-03-31,Tours,2019-2020,2,RTE,Msc1,52.37
3377,Kore,Westphal,Kore.Westphal@supinfo.com,1995-01-20,Caen,2019-2020,1,Capgemini,Msc2,61.4
3378,Julieta,Hepsibah,Julieta.Hepsibah@supinfo.com,1994-04-04,Caen,2019-2020,1,Enedis,Bsc,55.12
3379,Ingrid,Rurik,Ingrid.Rurik@supinfo.com,1995-11-25,Lyon,2019-2020,2,SNCF,Msc1,82.16
3380,Briney,Fabiola,Briney.Fabiola@supinfo.com,1997-11-05,Tours,2019-2020,2,BNP Paribas,Msc1,81.19
3381,Konstance,Behre,Konstance.Behre@supinfo.com,1995-07-23,Caen,2019-2020,1,Enedis,Msc1,57.52
3382,Melisent,Ader,Melisent.Ader@supinfo.com,1996-06-30,Tours,2019-2020,1,EDF,Msc2,39.63
3383,Gui,Kamaria,Gui.Kamaria@supinfo.com,1994-05-03,Paris,2019-2020,2,RTE,Msc2,64.72
3384,Corene,Wandie,Corene.Wandie@supinfo.com,1995-01-17,Tours,2019-2020,1,RTE,Msc2,59.99
3385,Silvana,Dex,Silvana.Dex@supinfo.com,1996-04-04,Lille,2019-2020,1,SNCF,Bsc,88.72
3386,Lucille,Avi,Lucille.Avi@supinfo.com,1998-07-08,Lille,2019-2020,2,Carrefour,Msc1,43.82
3387,Yetty,Libna,Yetty.Libna@supinfo.com,1997-02-08,Lille,2019-2020,2,Capgemini,Msc2,91.29
3388,Robinia,Brunell,Robinia.Brunell@supinfo.com,1995-04-06,Lille,2019-2020,1,LCL,Bsc,92.71
3389,Lusa,Nickola,Lusa.Nickola@supinfo.com,1994-04-13,Lille,2019-2020,1,Talan,Bsc,32.5
3390,Alexine,Yorick,Alexine.Yorick@supinfo.com,1994-01-15,Paris,2019-2020,1,Engie,Msc2,49.71
3391,Sadie,Viddah,Sadie.Viddah@supinfo.com,1994-04-25,Caen,2019-2020,2,SNCF,Msc2,46.55
3392,Harrietta,Grobe,Harrietta.Grobe@supinfo.com,1999-04-07,Lille,2019-2020,2,Capgemini,Bsc,55.54
3393,Leanna,Gemini,Leanna.Gemini@supinfo.com,1997-04-10,Paris,2019-2020,1,RTE,Msc1,52.72
3394,Jordan,Jacqui,Jordan.Jacqui@supinfo.com,1997-07-27,Paris,2019-2020,2,Capgemini,Bsc,83.15
3395,Lorne,Sawtelle,Lorne.Sawtelle@supinfo.com,1996-06-09,Lille,2019-2020,2,Engie,Msc1,67.14
3396,Gabi,Raychel,Gabi.Raychel@supinfo.com,1999-08-20,Lille,2019-2020,2,Enedis,Bsc,41.59
3397,Rosabelle,Izaak,Rosabelle.Izaak@supinfo.com,1994-11-30,Paris,2019-2020,1,LCL,Bsc,47.11
3398,Marti,Stephie,Marti.Stephie@supinfo.com,1995-11-24,Lyon,2019-2020,2,Capgemini,Msc2,30.41
3399,Brandise,Berne,Brandise.Berne@supinfo.com,1995-11-20,Caen,2019-2020,1,EDF,Msc1,76.73
3400,Linet,McAdams,Linet.McAdams@supinfo.com,1998-07-09,Paris,2019-2020,2,SNCF,Msc2,79.02
3401,Steffane,Zina,Steffane.Zina@supinfo.com,1999-09-08,Caen,2019-2020,1,LCL,Msc2,51.53
3402,Rosanne,Cleavland,Rosanne.Cleavland@supinfo.com,1998-01-09,Paris,2019-2020,1,Carrefour,Bsc,50.89
3403,Merle,Adlare,Merle.Adlare@supinfo.com,1996-08-20,Lyon,2019-2020,2,RTE,Bsc,87.2
3404,Marleah,Ursulette,Marleah.Ursulette@supinfo.com,1995-10-01,Lyon,2019-2020,2,Enedis,Msc2,79.06
3405,Chandra,Beniamino,Chandra.Beniamino@supinfo.com,1998-09-06,Paris,2019-2020,2,RTE,Bsc,43.55
3406,Laure,Cavan,Laure.Cavan@supinfo.com,1994-01-30,Lille,2019-2020,2,Capgemini,Msc1,76.41
3407,Roxane,Korey,Roxane.Korey@supinfo.com,1998-05-20,Lille,2019-2020,1,RTE,Msc1,65.23
3408,Melanie,Audly,Melanie.Audly@supinfo.com,1999-08-22,Lille,2019-2020,2,BNP Paribas,Msc2,68.17
3409,Madalyn,Egbert,Madalyn.Egbert@supinfo.com,1998-01-03,Caen,2019-2020,2,RTE,Msc1,36.39
3410,Farrah,Schenck,Farrah.Schenck@supinfo.com,1999-12-24,Lyon,2019-2020,1,Enedis,Msc1,45.63
3411,Valeda,Hollingsworth,Valeda.Hollingsworth@supinfo.com,1996-04-11,Tours,2019-2020,1,SNCF,Bsc,47.11
3412,Netty,Gaspard,Netty.Gaspard@supinfo.com,1994-10-11,Tours,2019-2020,1,Amazon,Msc2,43.79
3413,Carmela,Beebe,Carmela.Beebe@supinfo.com,1997-12-03,Paris,2019-2020,2,SNCF,Msc1,57.59
3414,Roslyn,Elo,Roslyn.Elo@supinfo.com,1995-04-23,Tours,2019-2020,2,Carrefour,Msc1,80.2
3415,Elsie,Dex,Elsie.Dex@supinfo.com,1994-04-03,Paris,2019-2020,1,Amazon,Msc1,43.91
3416,Karolina,Roche,Karolina.Roche@supinfo.com,1999-10-16,Lyon,2019-2020,1,EDF,Bsc,34.63
3417,Eolanda,Zachary,Eolanda.Zachary@supinfo.com,1996-12-26,Caen,2019-2020,2,Engie,Bsc,73.65
3418,Daryl,Chandler,Daryl.Chandler@supinfo.com,1996-03-04,Caen,2019-2020,2,SNCF,Msc1,53.27
3419,Vevay,Lesley,Vevay.Lesley@supinfo.com,1998-12-17,Tours,2019-2020,1,RTE,Msc2,84.87
3420,Marinna,Paton,Marinna.Paton@supinfo.com,1996-03-27,Lille,2019-2020,2,RTE,Bsc,85.74
3421,Ottilie,Primalia,Ottilie.Primalia@supinfo.com,1998-06-20,Caen,2019-2020,2,Carrefour,Bsc,86.07
3422,Siana,Tufts,Siana.Tufts@supinfo.com,1994-05-10,Paris,2019-2020,1,SNCF,Msc2,65.65
3423,Dania,Fennessy,Dania.Fennessy@supinfo.com,1997-06-03,Caen,2019-2020,2,Talan,Msc1,34.13
3424,Merci,Florina,Merci.Florina@supinfo.com,1996-02-11,Caen,2019-2020,2,Enedis,Msc1,89.54
3425,Devina,Sherfield,Devina.Sherfield@supinfo.com,1996-08-06,Paris,2019-2020,2,RTE,Msc1,65.81
3426,Clo,Lipson,Clo.Lipson@supinfo.com,1995-03-03,Caen,2019-2020,1,Carrefour,Msc1,52.91
3427,Millie,Israeli,Millie.Israeli@supinfo.com,1998-05-26,Lille,2019-2020,2,RTE,Bsc,55.95
3428,Mariann,Toor,Mariann.Toor@supinfo.com,1997-12-14,Caen,2019-2020,2,Carrefour,Bsc,63.4
3429,Fawne,Palocz,Fawne.Palocz@supinfo.com,1994-10-30,Lille,2019-2020,1,Carrefour,Msc1,56.84
3430,Kaja,Knowling,Kaja.Knowling@supinfo.com,1995-04-21,Paris,2019-2020,2,Engie,Msc1,31.22
3431,Winifred,Santoro,Winifred.Santoro@supinfo.com,1998-10-05,Lyon,2019-2020,1,Talan,Bsc,91.45
3432,Cecile,Posner,Cecile.Posner@supinfo.com,1996-02-14,Caen,2019-2020,1,Amazon,Msc2,91
3433,Emma,Secrest,Emma.Secrest@supinfo.com,1999-08-31,Tours,2019-2020,2,RTE,Msc1,31.77
3434,Aryn,Freddi,Aryn.Freddi@supinfo.com,1994-10-21,Tours,2019-2020,1,Amazon,Msc1,43.06
3435,Genovera,Ovid,Genovera.Ovid@supinfo.com,1997-12-29,Lyon,2019-2020,1,Talan,Msc2,45.92
3436,Lisette,Vorster,Lisette.Vorster@supinfo.com,1996-07-02,Caen,2019-2020,2,LCL,Bsc,82.14
3437,Estell,Justinn,Estell.Justinn@supinfo.com,1996-08-09,Tours,2019-2020,1,Amazon,Msc1,77.3
3438,Nicoli,Melan,Nicoli.Melan@supinfo.com,1996-01-04,Tours,2019-2020,2,LCL,Msc1,63.42
3439,Vanessa,Dituri,Vanessa.Dituri@supinfo.com,1995-09-19,Paris,2019-2020,2,SNCF,Msc2,65.94
3440,Eugine,Darbie,Eugine.Darbie@supinfo.com,1995-06-09,Paris,2019-2020,1,BNP Paribas,Msc1,30.3
3441,Tybie,Sammons,Tybie.Sammons@supinfo.com,1996-11-06,Tours,2019-2020,1,Carrefour,Bsc,90.27
3442,Amalie,Oriana,Amalie.Oriana@supinfo.com,1998-04-10,Paris,2019-2020,1,Engie,Bsc,72.26
3443,Orelia,Yam,Orelia.Yam@supinfo.com,1997-12-07,Caen,2019-2020,2,Carrefour,Bsc,62.49
3444,Yvonne,Weide,Yvonne.Weide@supinfo.com,1999-04-02,Caen,2019-2020,1,BNP Paribas,Msc2,74.36
3445,Talya,Bennie,Talya.Bennie@supinfo.com,1995-02-10,Caen,2019-2020,2,EDF,Msc2,54.42
3446,Agathe,Friede,Agathe.Friede@supinfo.com,1995-08-06,Paris,2019-2020,1,BNP Paribas,Msc2,31.54
3447,Mariann,Eiser,Mariann.Eiser@supinfo.com,1995-12-17,Lille,2019-2020,2,RTE,Msc1,42.21
3448,Raina,Schalles,Raina.Schalles@supinfo.com,1996-04-18,Tours,2019-2020,1,RTE,Msc1,62
3449,Caryl,Fitzsimmons,Caryl.Fitzsimmons@supinfo.com,1998-10-20,Tours,2019-2020,2,LCL,Msc1,65.68
3450,Wendi,Decato,Wendi.Decato@supinfo.com,1998-04-06,Caen,2019-2020,1,BNP Paribas,Bsc,62.58
3451,Gwenneth,Alva,Gwenneth.Alva@supinfo.com,1997-06-10,Tours,2019-2020,2,BNP Paribas,Msc2,42.38
3452,Rayna,Ajay,Rayna.Ajay@supinfo.com,1999-05-02,Lille,2019-2020,1,Enedis,Msc2,90.21
3453,Tonia,Judye,Tonia.Judye@supinfo.com,1994-12-28,Lille,2019-2020,2,Capgemini,Msc2,68.67
3454,Cristine,Charity,Cristine.Charity@supinfo.com,1997-05-06,Caen,2019-2020,1,Carrefour,Bsc,30.45
3455,Lanna,Ferrell,Lanna.Ferrell@supinfo.com,1998-07-26,Lyon,2019-2020,1,Amazon,Msc2,83.38
3456,Alyssa,Ashely,Alyssa.Ashely@supinfo.com,1997-08-26,Lyon,2019-2020,1,BNP Paribas,Msc1,44.21
3457,Meriel,Casimir,Meriel.Casimir@supinfo.com,1998-12-25,Lyon,2019-2020,1,RTE,Msc2,64.96
3458,Raf,Giff,Raf.Giff@supinfo.com,1999-07-07,Lyon,2019-2020,2,Carrefour,Bsc,56.61
3459,Johna,Hewitt,Johna.Hewitt@supinfo.com,1999-07-31,Paris,2019-2020,1,BNP Paribas,Msc1,71.12
3460,Elie,Tengdin,Elie.Tengdin@supinfo.com,1994-11-23,Lille,2019-2020,1,LCL,Msc1,41.32
3461,Tressa,Ellord,Tressa.Ellord@supinfo.com,1995-08-10,Lille,2019-2020,1,BNP Paribas,Bsc,94.77
3462,Miquela,Emmaline,Miquela.Emmaline@supinfo.com,1995-10-19,Lille,2019-2020,1,Engie,Bsc,51.47
3463,Wendi,Cornelia,Wendi.Cornelia@supinfo.com,1994-07-23,Paris,2019-2020,1,SNCF,Bsc,41.66
3464,Margalo,Atonsah,Margalo.Atonsah@supinfo.com,1994-09-17,Lyon,2019-2020,2,Amazon,Msc2,78.19
3465,Jordan,Sherfield,Jordan.Sherfield@supinfo.com,1994-02-06,Lille,2019-2020,1,Capgemini,Msc1,36.9
3466,Dawn,Taima,Dawn.Taima@supinfo.com,1995-05-02,Caen,2019-2020,2,RTE,Msc1,62.35
3467,Rochette,Llovera,Rochette.Llovera@supinfo.com,1995-11-19,Lille,2019-2020,2,Capgemini,Msc1,57.02
3468,Briney,Vins,Briney.Vins@supinfo.com,1999-10-20,Tours,2019-2020,1,EDF,Bsc,83.15
3469,Nollie,Hessler,Nollie.Hessler@supinfo.com,1994-03-26,Tours,2019-2020,1,Talan,Bsc,94.1
3470,Lory,Burkle,Lory.Burkle@supinfo.com,1995-12-21,Caen,2019-2020,2,LCL,Msc2,46.41
3471,Lisette,Simmonds,Lisette.Simmonds@supinfo.com,1997-09-06,Lyon,2019-2020,1,Talan,Bsc,33.05
3472,Laure,Docilla,Laure.Docilla@supinfo.com,1996-08-18,Lyon,2019-2020,2,BNP Paribas,Bsc,37.81
3473,Shandie,Seessel,Shandie.Seessel@supinfo.com,1997-03-13,Tours,2019-2020,1,Talan,Msc1,76.66
3474,Aurelie,Vernier,Aurelie.Vernier@supinfo.com,1996-09-15,Lille,2019-2020,1,Enedis,Msc1,84.23
3475,Marita,Gherardo,Marita.Gherardo@supinfo.com,1995-06-06,Caen,2019-2020,1,SNCF,Bsc,64.92
3476,Dorene,Morehouse,Dorene.Morehouse@supinfo.com,1999-10-25,Lille,2019-2020,2,Capgemini,Msc1,45.38
3477,Justinn,Fancie,Justinn.Fancie@supinfo.com,1994-10-04,Paris,2019-2020,2,BNP Paribas,Msc2,52.57
3478,Meghann,Ochs,Meghann.Ochs@supinfo.com,1997-02-06,Paris,2019-2020,2,Amazon,Bsc,38.73
3479,Doro,Jobi,Doro.Jobi@supinfo.com,1996-09-07,Tours,2019-2020,1,Amazon,Msc1,78.5
3480,Tersina,Jorgan,Tersina.Jorgan@supinfo.com,1994-05-07,Lille,2019-2020,2,Carrefour,Bsc,58.52
3481,Roxane,Erb,Roxane.Erb@supinfo.com,1995-02-14,Caen,2019-2020,2,Carrefour,Msc2,93
3482,Janey,Boycey,Janey.Boycey@supinfo.com,1994-06-16,Lyon,2019-2020,1,RTE,Msc1,30.65
3483,Glenda,Paine,Glenda.Paine@supinfo.com,1994-02-28,Paris,2019-2020,1,Carrefour,Msc2,57.7
3484,Rori,Cadmar,Rori.Cadmar@supinfo.com,1994-11-09,Paris,2019-2020,2,Talan,Msc1,43.57
3485,Veda,Elisha,Veda.Elisha@supinfo.com,1998-07-30,Lyon,2019-2020,1,BNP Paribas,Msc1,64.34
3486,Grier,Chick,Grier.Chick@supinfo.com,1997-08-18,Paris,2019-2020,1,EDF,Msc2,34.99
3487,Cristine,Faust,Cristine.Faust@supinfo.com,1995-07-28,Tours,2019-2020,1,Talan,Bsc,38.03
3488,Gale,Revkah,Gale.Revkah@supinfo.com,1999-07-12,Lyon,2019-2020,2,LCL,Msc2,55.76
3489,Kirstin,Leopold,Kirstin.Leopold@supinfo.com,1995-05-12,Caen,2019-2020,2,LCL,Msc2,81.41
3490,Evaleen,Hermes,Evaleen.Hermes@supinfo.com,1999-12-18,Tours,2019-2020,2,BNP Paribas,Msc2,89.52
3491,Harmonia,Billye,Harmonia.Billye@supinfo.com,1994-12-29,Lille,2019-2020,2,Engie,Bsc,69.68
3492,Loree,Raffo,Loree.Raffo@supinfo.com,1998-04-10,Paris,2019-2020,2,SNCF,Msc2,60.07
3493,Marika,Judye,Marika.Judye@supinfo.com,1999-06-02,Lyon,2019-2020,2,Capgemini,Msc1,52.94
3494,Juliane,Tayib,Juliane.Tayib@supinfo.com,1999-05-12,Tours,2019-2020,2,EDF,Bsc,45.16
3495,Liana,Michella,Liana.Michella@supinfo.com,1995-05-15,Paris,2019-2020,2,LCL,Msc1,56.72
3496,Frances,Cyrie,Frances.Cyrie@supinfo.com,1994-07-08,Lille,2019-2020,1,LCL,Msc2,53.33
3497,Jeanna,Giff,Jeanna.Giff@supinfo.com,1997-12-22,Lyon,2019-2020,2,Capgemini,Msc1,81.04
3498,Peri,Bethany,Peri.Bethany@supinfo.com,1994-03-05,Tours,2019-2020,2,Amazon,Msc1,72.41
3499,Tierney,Kylander,Tierney.Kylander@supinfo.com,1995-09-26,Lille,2019-2020,2,Carrefour,Bsc,35.3
3500,Rayna,Olympium,Rayna.Olympium@supinfo.com,1996-12-28,Paris,2019-2020,2,Carrefour,Msc1,34.22
3501,Donnie,Joni,Donnie.Joni@supinfo.com,1998-07-11,Caen,2019-2020,2,RTE,Msc2,35.6
3502,Ursulina,Faust,Ursulina.Faust@supinfo.com,1997-03-19,Caen,2019-2020,1,Enedis,Bsc,76.92
3503,Marnia,Barbey,Marnia.Barbey@supinfo.com,1997-08-17,Paris,2019-2020,2,Engie,Msc1,33.01
3504,Meg,Nelsen,Meg.Nelsen@supinfo.com,1999-05-13,Paris,2019-2020,2,Talan,Bsc,70.87
3505,Yetty,Jena,Yetty.Jena@supinfo.com,1996-11-15,Paris,2019-2020,2,Carrefour,Msc2,69.3
3506,Tina,Meter,Tina.Meter@supinfo.com,1994-04-14,Tours,2019-2020,2,Talan,Bsc,65.84
3507,Orelia,Lissi,Orelia.Lissi@supinfo.com,1999-11-21,Lille,2019-2020,1,RTE,Bsc,48.06
3508,Dianemarie,Reidar,Dianemarie.Reidar@supinfo.com,1997-10-09,Tours,2019-2020,2,Carrefour,Bsc,38.28
3509,Shaylyn,Pandolfi,Shaylyn.Pandolfi@supinfo.com,1998-11-22,Caen,2019-2020,2,Carrefour,Msc2,51.63
3510,Kamilah,Gwenore,Kamilah.Gwenore@supinfo.com,1995-03-19,Paris,2019-2020,2,LCL,Bsc,95.49
3511,Brooks,Agle,Brooks.Agle@supinfo.com,1995-10-26,Caen,2019-2020,1,RTE,Msc1,62.85
3512,Taffy,Donell,Taffy.Donell@supinfo.com,1998-08-28,Lyon,2019-2020,2,EDF,Msc1,60.91
3513,Charissa,Edvard,Charissa.Edvard@supinfo.com,1999-02-16,Tours,2019-2020,1,Talan,Bsc,64.65
3514,Kary,Olnee,Kary.Olnee@supinfo.com,1998-08-09,Paris,2019-2020,1,Engie,Msc1,53.02
3515,Jean,Vittoria,Jean.Vittoria@supinfo.com,1997-06-04,Lyon,2019-2020,2,EDF,Msc1,43.85
3516,Dorothy,Tamar,Dorothy.Tamar@supinfo.com,1994-08-14,Lyon,2019-2020,2,Enedis,Bsc,68.16
3517,Isa,Reidar,Isa.Reidar@supinfo.com,1997-12-05,Caen,2019-2020,1,Amazon,Msc2,87.41
3518,Deane,Chabot,Deane.Chabot@supinfo.com,1997-01-09,Lille,2019-2020,2,Engie,Msc2,65.08
3519,Dorene,Berl,Dorene.Berl@supinfo.com,1999-12-02,Lyon,2019-2020,2,RTE,Msc2,87.03
3520,Dennie,Xerxes,Dennie.Xerxes@supinfo.com,1997-10-10,Tours,2019-2020,2,Amazon,Msc2,89.04
3521,Inga,Plato,Inga.Plato@supinfo.com,1995-10-24,Lyon,2019-2020,1,EDF,Msc1,69.04
3522,Iseabal,Cordi,Iseabal.Cordi@supinfo.com,1999-06-01,Paris,2019-2020,2,Carrefour,Bsc,40.73
3523,Jean,Randene,Jean.Randene@supinfo.com,1995-04-22,Caen,2019-2020,2,Talan,Bsc,89.68
3524,Mureil,Cordi,Mureil.Cordi@supinfo.com,1997-04-24,Paris,2019-2020,1,Amazon,Msc2,37.67
3525,Cherilyn,Cordi,Cherilyn.Cordi@supinfo.com,1994-03-02,Tours,2019-2020,1,Talan,Bsc,75.96
3526,Queenie,Torray,Queenie.Torray@supinfo.com,1994-08-27,Paris,2019-2020,1,Talan,Msc1,67.23
3527,Magdalena,LaRue,Magdalena.LaRue@supinfo.com,1994-03-08,Tours,2019-2020,2,BNP Paribas,Bsc,59.03
3528,Corina,Kirbee,Corina.Kirbee@supinfo.com,1996-02-19,Tours,2019-2020,1,Capgemini,Msc2,43.77
3529,Gilda,Rolf,Gilda.Rolf@supinfo.com,1995-01-30,Lyon,2019-2020,2,Amazon,Bsc,68.61
3530,Hallie,Gino,Hallie.Gino@supinfo.com,1997-02-12,Tours,2019-2020,1,LCL,Msc1,72.72
3531,Marika,Lemuela,Marika.Lemuela@supinfo.com,1996-07-28,Lyon,2019-2020,2,Enedis,Msc1,60.02
3532,Sara-Ann,Shirberg,Sara-Ann.Shirberg@supinfo.com,1996-08-08,Caen,2019-2020,1,SNCF,Msc1,33.59
3533,Chloris,Stover,Chloris.Stover@supinfo.com,1995-11-03,Paris,2019-2020,2,SNCF,Msc2,38.45
3534,Blondelle,Alrich,Blondelle.Alrich@supinfo.com,1996-04-09,Paris,2019-2020,1,LCL,Msc2,66.76
3535,Delilah,Rooney,Delilah.Rooney@supinfo.com,1998-11-09,Lyon,2019-2020,1,EDF,Msc1,73.49
3536,Ricky,Ailyn,Ricky.Ailyn@supinfo.com,1998-05-13,Lyon,2019-2020,2,Talan,Msc1,58.38
3537,Mildrid,Maribeth,Mildrid.Maribeth@supinfo.com,1997-06-07,Lille,2019-2020,2,Amazon,Bsc,39.76
3538,Britte,Publia,Britte.Publia@supinfo.com,1998-06-12,Caen,2019-2020,2,Capgemini,Msc1,93.29
3539,Lorenza,Brodench,Lorenza.Brodench@supinfo.com,1997-04-05,Tours,2019-2020,2,Amazon,Msc1,67.22
3540,Adelle,Chauncey,Adelle.Chauncey@supinfo.com,1994-01-12,Caen,2019-2020,2,EDF,Msc1,89.05
3541,Bertine,Llovera,Bertine.Llovera@supinfo.com,1999-07-25,Caen,2019-2020,2,BNP Paribas,Msc1,42.68
3542,Shaylyn,Smitt,Shaylyn.Smitt@supinfo.com,1994-01-10,Lyon,2019-2020,2,EDF,Bsc,91.7
3543,Gretal,Devlen,Gretal.Devlen@supinfo.com,1996-02-28,Lyon,2019-2020,1,Carrefour,Msc1,76.72
3544,Karlee,Scammon,Karlee.Scammon@supinfo.com,1999-11-05,Tours,2019-2020,2,BNP Paribas,Msc1,33.47
3545,Alexine,Annice,Alexine.Annice@supinfo.com,1995-01-22,Caen,2019-2020,1,LCL,Bsc,88.76
3546,Liana,Colyer,Liana.Colyer@supinfo.com,1999-03-20,Caen,2019-2020,2,LCL,Msc1,76.71
3547,Caryl,Shanley,Caryl.Shanley@supinfo.com,1994-04-16,Paris,2019-2020,1,LCL,Bsc,31.15
3548,Mureil,Suzetta,Mureil.Suzetta@supinfo.com,1997-05-31,Tours,2019-2020,2,Carrefour,Msc2,45.47
3549,Marika,Bronk,Marika.Bronk@supinfo.com,1994-12-08,Lille,2019-2020,1,Enedis,Bsc,59.85
3550,Orelia,Heisel,Orelia.Heisel@supinfo.com,1997-07-31,Caen,2019-2020,2,Capgemini,Msc1,35.02
3551,Sheelagh,Craggie,Sheelagh.Craggie@supinfo.com,1997-05-07,Caen,2019-2020,2,RTE,Msc1,38.34
3552,Collen,Hartnett,Collen.Hartnett@supinfo.com,1999-12-16,Caen,2019-2020,2,SNCF,Msc1,69.16
3553,Atlanta,Daveta,Atlanta.Daveta@supinfo.com,1997-02-03,Lille,2019-2020,1,Enedis,Msc1,56.82
3554,Anthia,Sherfield,Anthia.Sherfield@supinfo.com,1997-05-27,Tours,2019-2020,2,Enedis,Msc1,56.4
3555,Elsie,Sprage,Elsie.Sprage@supinfo.com,1995-05-07,Lyon,2019-2020,2,Carrefour,Msc2,79.9
3556,Augustine,Barrus,Augustine.Barrus@supinfo.com,1997-07-27,Lille,2019-2020,1,Talan,Bsc,60.53
3557,Odessa,Narton,Odessa.Narton@supinfo.com,1996-07-17,Lille,2019-2020,2,Capgemini,Msc2,33.92
3558,Katleen,Chinua,Katleen.Chinua@supinfo.com,1996-10-09,Paris,2019-2020,2,EDF,Msc1,45.88
3559,Dominga,Behre,Dominga.Behre@supinfo.com,1997-11-28,Tours,2019-2020,2,Enedis,Msc2,95.46
3560,Charmaine,Loring,Charmaine.Loring@supinfo.com,1996-09-07,Lille,2019-2020,2,Amazon,Msc2,37.85
3561,Lizzie,Salchunas,Lizzie.Salchunas@supinfo.com,1996-07-15,Paris,2019-2020,1,LCL,Msc2,34.64
3562,Magdalena,Jorgan,Magdalena.Jorgan@supinfo.com,1997-06-29,Lyon,2019-2020,2,EDF,Msc1,46
3563,Claudina,Kazimir,Claudina.Kazimir@supinfo.com,1995-04-11,Lyon,2019-2020,1,SNCF,Msc2,41.64
3564,Dode,Sothena,Dode.Sothena@supinfo.com,1994-08-12,Lyon,2019-2020,2,SNCF,Msc2,86.68
3565,Lynde,Rebecka,Lynde.Rebecka@supinfo.com,1995-03-08,Lille,2019-2020,1,Engie,Msc1,48.19
3566,Ayn,Schenck,Ayn.Schenck@supinfo.com,1999-07-20,Tours,2019-2020,2,Engie,Bsc,72.87
3567,Kara-Lynn,Dimitris,Kara-Lynn.Dimitris@supinfo.com,1998-01-28,Paris,2019-2020,2,EDF,Msc1,76.01
3568,Michaelina,O'Rourke,Michaelina.O'Rourke@supinfo.com,1996-08-05,Lille,2019-2020,2,Capgemini,Msc2,67.25
3569,Ursulina,Libna,Ursulina.Libna@supinfo.com,1998-05-31,Lyon,2019-2020,2,LCL,Msc2,43.17
3570,Jessy,Bibi,Jessy.Bibi@supinfo.com,1998-08-25,Caen,2019-2020,2,Capgemini,Msc1,40.1
3571,Krystle,Gale,Krystle.Gale@supinfo.com,1997-01-05,Lyon,2019-2020,2,Engie,Bsc,73.57
3572,Merle,Toni,Merle.Toni@supinfo.com,1996-08-27,Lyon,2019-2020,2,Talan,Msc2,79.43
3573,Frank,Afton,Frank.Afton@supinfo.com,1994-01-15,Lille,2019-2020,2,LCL,Msc2,88.35
3574,Goldie,Elvyn,Goldie.Elvyn@supinfo.com,1994-09-20,Lyon,2019-2020,2,LCL,Msc1,72.7
3575,Marcelline,McCutcheon,Marcelline.McCutcheon@supinfo.com,1994-12-02,Lille,2019-2020,1,BNP Paribas,Msc1,64.62
3576,Melanie,Dichy,Melanie.Dichy@supinfo.com,1998-11-25,Caen,2019-2020,1,Carrefour,Msc1,31.76
3577,Quintina,Damarra,Quintina.Damarra@supinfo.com,1997-06-03,Paris,2019-2020,1,Capgemini,Msc2,78.39
3578,Roslyn,Maribeth,Roslyn.Maribeth@supinfo.com,1995-10-19,Lyon,2019-2020,1,Engie,Bsc,78.03
3579,Robinia,Taima,Robinia.Taima@supinfo.com,1996-06-15,Tours,2019-2020,1,RTE,Msc2,53.69
3580,Carmencita,Koehler,Carmencita.Koehler@supinfo.com,1998-03-18,Paris,2019-2020,1,LCL,Bsc,87.21
3581,Veda,Brodench,Veda.Brodench@supinfo.com,1999-06-23,Tours,2019-2020,2,Carrefour,Msc1,85.12
3582,Teriann,Fulmer,Teriann.Fulmer@supinfo.com,1999-10-17,Tours,2019-2020,1,RTE,Msc1,83.32
3583,Concettina,Nahum,Concettina.Nahum@supinfo.com,1996-05-27,Tours,2019-2020,2,Carrefour,Msc2,54.49
3584,Marinna,Lail,Marinna.Lail@supinfo.com,1995-07-18,Lyon,2019-2020,1,RTE,Msc1,90.65
3585,Drucie,Beniamino,Drucie.Beniamino@supinfo.com,1996-02-10,Lille,2019-2020,1,EDF,Msc2,95.67
3586,Nickie,Karna,Nickie.Karna@supinfo.com,1995-02-01,Paris,2019-2020,2,Capgemini,Bsc,59.31
3587,Orsola,Emerson,Orsola.Emerson@supinfo.com,1994-04-20,Lyon,2019-2020,1,BNP Paribas,Msc2,52.46
3588,Hayley,Leary,Hayley.Leary@supinfo.com,1994-12-25,Caen,2019-2020,1,LCL,Bsc,84.36
3589,Camile,Vanni,Camile.Vanni@supinfo.com,1994-03-24,Caen,2019-2020,2,SNCF,Msc2,36.64
3590,Jacquetta,Gabrielli,Jacquetta.Gabrielli@supinfo.com,1996-01-14,Lyon,2019-2020,2,Enedis,Msc1,49
3591,Rayna,Skurnik,Rayna.Skurnik@supinfo.com,1999-02-23,Lille,2019-2020,2,Enedis,Bsc,83.17
3592,Constance,Gladstone,Constance.Gladstone@supinfo.com,1997-01-22,Lille,2019-2020,1,Carrefour,Bsc,42.38
3593,Ricky,Daegal,Ricky.Daegal@supinfo.com,1994-05-11,Caen,2019-2020,2,LCL,Msc1,60.14
3594,Teddie,Torray,Teddie.Torray@supinfo.com,1997-05-02,Lyon,2019-2020,2,Carrefour,Bsc,67.73
